order_number,product_key,customer_id,shipping_date,due_date,sales,quantity,price,order_month,order_year,lead_time,shipping_delay,shipped_on_time
SO65655,289,15271,2013-09-10,2013-09-15,5,1,5,9,2013,7,7,False
SO65655,244,15271,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65656,272,14540,2013-09-10,2013-09-15,70,1,70,9,2013,7,7,False
SO65656,251,14540,2013-09-10,2013-09-15,50,1,50,9,2013,7,7,False
SO65657,174,18875,2013-09-10,2013-09-15,22,1,22,9,2013,7,7,False
SO65657,277,18875,2013-09-10,2013-09-15,54,1,54,9,2013,7,7,False
SO65658,287,12606,2013-09-10,2013-09-15,33,1,33,9,2013,7,7,False
SO65658,290,12606,2013-09-10,2013-09-15,4,1,4,9,2013,7,7,False
SO65658,259,12606,2013-09-10,2013-09-15,2,1,2,9,2013,7,7,False
SO65659,286,17995,2013-09-10,2013-09-15,25,1,25,9,2013,7,7,False
SO65659,259,17995,2013-09-10,2013-09-15,2,1,2,9,2013,7,7,False
SO65660,289,12490,2013-09-10,2013-09-15,5,1,5,9,2013,7,7,False
SO65660,283,12490,2013-09-10,2013-09-15,30,1,30,9,2013,7,7,False
SO65660,246,12490,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65661,285,27003,2013-09-10,2013-09-15,21,1,21,9,2013,7,7,False
SO65662,291,24082,2013-09-10,2013-09-15,5,1,5,9,2013,7,7,False
SO65662,245,24082,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65663,291,16602,2013-09-10,2013-09-15,5,1,5,9,2013,7,7,False
SO65663,259,16602,2013-09-10,2013-09-15,2,1,2,9,2013,7,7,False
SO65664,104,12555,2013-09-10,2013-09-15,10,1,10,9,2013,7,7,False
SO65664,295,12555,2013-09-10,2013-09-15,5,1,5,9,2013,7,7,False
SO65664,277,12555,2013-09-10,2013-09-15,54,1,54,9,2013,7,7,False
SO65665,107,19838,2013-09-10,2013-09-15,540,1,540,9,2013,7,7,False
SO65665,282,19838,2013-09-10,2013-09-15,25,1,25,9,2013,7,7,False
SO65665,289,19838,2013-09-10,2013-09-15,5,1,5,9,2013,7,7,False
SO65665,246,19838,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65666,117,14756,2013-09-10,2013-09-15,769,1,769,9,2013,7,7,False
SO65666,274,14756,2013-09-10,2013-09-15,70,1,70,9,2013,7,7,False
SO65666,249,14756,2013-09-10,2013-09-15,50,1,50,9,2013,7,7,False
SO65667,235,15043,2013-09-10,2013-09-15,24,1,24,9,2013,7,7,False
SO65667,251,15043,2013-09-10,2013-09-15,50,1,50,9,2013,7,7,False
SO65668,128,24242,2013-09-10,2013-09-15,540,1,540,9,2013,7,7,False
SO65668,246,24242,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65669,235,21404,2013-09-10,2013-09-15,24,1,24,9,2013,7,7,False
SO65669,244,21404,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65670,105,21216,2013-09-10,2013-09-15,9,1,9,9,2013,7,7,False
SO65670,295,21216,2013-09-10,2013-09-15,5,1,5,9,2013,7,7,False
SO65670,244,21216,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65671,289,14264,2013-09-10,2013-09-15,5,1,5,9,2013,7,7,False
SO65671,284,14264,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65671,245,14264,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65672,247,14286,2013-09-10,2013-09-15,55,1,55,9,2013,7,7,False
SO65673,245,13909,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65674,128,23170,2013-09-10,2013-09-15,540,1,540,9,2013,7,7,False
SO65674,246,23170,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65675,127,23174,2013-09-10,2013-09-15,540,1,540,9,2013,7,7,False
SO65675,295,23174,2013-09-10,2013-09-15,5,1,5,9,2013,7,7,False
SO65675,105,23174,2013-09-10,2013-09-15,9,1,9,9,2013,7,7,False
SO65676,166,17388,2013-09-10,2013-09-15,9,1,9,9,2013,7,7,False
SO65676,276,17388,2013-09-10,2013-09-15,54,1,54,9,2013,7,7,False
SO65677,127,24049,2013-09-10,2013-09-15,540,1,540,9,2013,7,7,False
SO65677,245,24049,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65678,128,26979,2013-09-10,2013-09-15,540,1,540,9,2013,7,7,False
SO65678,105,26979,2013-09-10,2013-09-15,9,1,9,9,2013,7,7,False
SO65678,295,26979,2013-09-10,2013-09-15,5,1,5,9,2013,7,7,False
SO65678,246,26979,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65679,128,24059,2013-09-10,2013-09-15,540,1,540,9,2013,7,7,False
SO65679,166,24059,2013-09-10,2013-09-15,9,1,9,9,2013,7,7,False
SO65679,245,24059,2013-09-10,2013-09-15,35,1,35,9,2013,7,7,False
SO65680,146,29453,2013-09-10,2013-09-15,742,1,742,9,2013,7,7,False
SO65682,284,12500,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65682,289,12500,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65682,244,12500,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65682,166,12500,2013-09-11,2013-09-16,9,1,9,9,2013,7,7,False
SO65683,168,12150,2013-09-11,2013-09-16,8,1,8,9,2013,7,7,False
SO65684,289,14057,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65684,282,14057,2013-09-11,2013-09-16,25,1,25,9,2013,7,7,False
SO65684,245,14057,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65685,174,17331,2013-09-11,2013-09-16,22,1,22,9,2013,7,7,False
SO65685,104,17331,2013-09-11,2013-09-16,10,1,10,9,2013,7,7,False
SO65686,104,13777,2013-09-11,2013-09-16,10,1,10,9,2013,7,7,False
SO65686,295,13777,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65686,244,13777,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65687,244,25774,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65687,248,25774,2013-09-11,2013-09-16,50,1,50,9,2013,7,7,False
SO65687,166,25774,2013-09-11,2013-09-16,9,1,9,9,2013,7,7,False
SO65688,285,28228,2013-09-11,2013-09-16,21,1,21,9,2013,7,7,False
SO65689,291,11330,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65689,234,11330,2013-09-11,2013-09-16,24,1,24,9,2013,7,7,False
SO65689,288,11330,2013-09-11,2013-09-16,29,1,29,9,2013,7,7,False
SO65690,285,27394,2013-09-11,2013-09-16,21,1,21,9,2013,7,7,False
SO65690,166,27394,2013-09-11,2013-09-16,9,1,9,9,2013,7,7,False
SO65691,282,26502,2013-09-11,2013-09-16,25,1,25,9,2013,7,7,False
SO65691,259,26502,2013-09-11,2013-09-16,2,1,2,9,2013,7,7,False
SO65692,283,23685,2013-09-11,2013-09-16,30,1,30,9,2013,7,7,False
SO65693,287,25158,2013-09-11,2013-09-16,33,1,33,9,2013,7,7,False
SO65693,290,25158,2013-09-11,2013-09-16,4,1,4,9,2013,7,7,False
SO65693,246,25158,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65694,104,12944,2013-09-11,2013-09-16,10,1,10,9,2013,7,7,False
SO65694,295,12944,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65694,278,12944,2013-09-11,2013-09-16,54,1,54,9,2013,7,7,False
SO65694,166,12944,2013-09-11,2013-09-16,9,1,9,9,2013,7,7,False
SO65695,295,21800,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65695,104,21800,2013-09-11,2013-09-16,10,1,10,9,2013,7,7,False
SO65695,248,21800,2013-09-11,2013-09-16,50,1,50,9,2013,7,7,False
SO65696,295,14611,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65696,104,14611,2013-09-11,2013-09-16,10,1,10,9,2013,7,7,False
SO65696,278,14611,2013-09-11,2013-09-16,54,1,54,9,2013,7,7,False
SO65697,104,20388,2013-09-11,2013-09-16,10,1,10,9,2013,7,7,False
SO65698,274,19007,2013-09-11,2013-09-16,70,1,70,9,2013,7,7,False
SO65699,272,11677,2013-09-11,2013-09-16,70,1,70,9,2013,7,7,False
SO65699,249,11677,2013-09-11,2013-09-16,50,1,50,9,2013,7,7,False
SO65700,272,20019,2013-09-11,2013-09-16,70,1,70,9,2013,7,7,False
SO65700,166,20019,2013-09-11,2013-09-16,9,1,9,9,2013,7,7,False
SO65700,248,20019,2013-09-11,2013-09-16,50,1,50,9,2013,7,7,False
SO65701,295,17692,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65701,166,17692,2013-09-11,2013-09-16,9,1,9,9,2013,7,7,False
SO65702,295,11176,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65702,245,11176,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65703,289,17341,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65703,280,17341,2013-09-11,2013-09-16,9,1,9,9,2013,7,7,False
SO65703,174,17341,2013-09-11,2013-09-16,22,1,22,9,2013,7,7,False
SO65704,289,15896,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65704,259,15896,2013-09-11,2013-09-16,2,1,2,9,2013,7,7,False
SO65705,174,15249,2013-09-11,2013-09-16,22,1,22,9,2013,7,7,False
SO65705,234,15249,2013-09-11,2013-09-16,24,1,24,9,2013,7,7,False
SO65706,174,20547,2013-09-11,2013-09-16,22,1,22,9,2013,7,7,False
SO65706,246,20547,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65707,174,13943,2013-09-11,2013-09-16,22,1,22,9,2013,7,7,False
SO65707,104,13943,2013-09-11,2013-09-16,10,1,10,9,2013,7,7,False
SO65707,295,13943,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65708,284,14992,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65708,245,14992,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65709,286,17108,2013-09-11,2013-09-16,25,1,25,9,2013,7,7,False
SO65710,286,19279,2013-09-11,2013-09-16,25,1,25,9,2013,7,7,False
SO65710,290,19279,2013-09-11,2013-09-16,4,1,4,9,2013,7,7,False
SO65710,245,19279,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65711,295,25784,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65712,289,20937,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65712,283,20937,2013-09-11,2013-09-16,30,1,30,9,2013,7,7,False
SO65712,246,20937,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65712,251,20937,2013-09-11,2013-09-16,50,1,50,9,2013,7,7,False
SO65713,288,14533,2013-09-11,2013-09-16,29,1,29,9,2013,7,7,False
SO65713,291,14533,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65713,246,14533,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65714,290,19481,2013-09-11,2013-09-16,4,1,4,9,2013,7,7,False
SO65715,290,19487,2013-09-11,2013-09-16,4,1,4,9,2013,7,7,False
SO65715,259,19487,2013-09-11,2013-09-16,2,1,2,9,2013,7,7,False
SO65716,291,16256,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65717,289,13199,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65717,284,13199,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65717,259,13199,2013-09-11,2013-09-16,2,1,2,9,2013,7,7,False
SO65718,284,11863,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65718,289,11863,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65719,104,12625,2013-09-11,2013-09-16,10,1,10,9,2013,7,7,False
SO65719,295,12625,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65719,244,12625,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65719,249,12625,2013-09-11,2013-09-16,50,1,50,9,2013,7,7,False
SO65720,174,18065,2013-09-11,2013-09-16,22,1,22,9,2013,7,7,False
SO65720,293,18065,2013-09-11,2013-09-16,64,1,64,9,2013,7,7,False
SO65721,248,12458,2013-09-11,2013-09-16,50,1,50,9,2013,7,7,False
SO65722,118,14740,2013-09-11,2013-09-16,769,1,769,9,2013,7,7,False
SO65722,295,14740,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65722,104,14740,2013-09-11,2013-09-16,10,1,10,9,2013,7,7,False
SO65722,249,14740,2013-09-11,2013-09-16,50,1,50,9,2013,7,7,False
SO65723,174,13241,2013-09-11,2013-09-16,22,1,22,9,2013,7,7,False
SO65723,280,13241,2013-09-11,2013-09-16,9,1,9,9,2013,7,7,False
SO65724,104,17037,2013-09-11,2013-09-16,10,1,10,9,2013,7,7,False
SO65724,295,17037,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65725,174,15991,2013-09-11,2013-09-16,22,1,22,9,2013,7,7,False
SO65725,259,15991,2013-09-11,2013-09-16,2,1,2,9,2013,7,7,False
SO65726,157,12612,2013-09-11,2013-09-16,1215,1,1215,9,2013,7,7,False
SO65726,276,12612,2013-09-11,2013-09-16,54,1,54,9,2013,7,7,False
SO65727,277,21222,2013-09-11,2013-09-16,54,1,54,9,2013,7,7,False
SO65728,130,26161,2013-09-11,2013-09-16,1120,1,1120,9,2013,7,7,False
SO65729,126,24167,2013-09-11,2013-09-16,540,1,540,9,2013,7,7,False
SO65730,126,24172,2013-09-11,2013-09-16,540,1,540,9,2013,7,7,False
SO65730,105,24172,2013-09-11,2013-09-16,9,1,9,9,2013,7,7,False
SO65730,295,24172,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65731,129,24178,2013-09-11,2013-09-16,540,1,540,9,2013,7,7,False
SO65731,245,24178,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65731,276,24178,2013-09-11,2013-09-16,54,1,54,9,2013,7,7,False
SO65732,290,21218,2013-09-11,2013-09-16,4,1,4,9,2013,7,7,False
SO65732,287,21218,2013-09-11,2013-09-16,33,1,33,9,2013,7,7,False
SO65733,244,21214,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65734,109,16163,2013-09-11,2013-09-16,540,1,540,9,2013,7,7,False
SO65734,289,16163,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65734,282,16163,2013-09-11,2013-09-16,25,1,25,9,2013,7,7,False
SO65735,278,27093,2013-09-11,2013-09-16,54,1,54,9,2013,7,7,False
SO65736,288,14478,2013-09-11,2013-09-16,29,1,29,9,2013,7,7,False
SO65736,291,14478,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65736,244,14478,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65737,129,18656,2013-09-11,2013-09-16,540,1,540,9,2013,7,7,False
SO65737,234,18656,2013-09-11,2013-09-16,24,1,24,9,2013,7,7,False
SO65738,128,18916,2013-09-11,2013-09-16,540,1,540,9,2013,7,7,False
SO65738,105,18916,2013-09-11,2013-09-16,9,1,9,9,2013,7,7,False
SO65738,295,18916,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65738,247,18916,2013-09-11,2013-09-16,55,1,55,9,2013,7,7,False
SO65738,248,18916,2013-09-11,2013-09-16,50,1,50,9,2013,7,7,False
SO65739,290,18080,2013-09-11,2013-09-16,4,1,4,9,2013,7,7,False
SO65739,286,18080,2013-09-11,2013-09-16,25,1,25,9,2013,7,7,False
SO65739,168,18080,2013-09-11,2013-09-16,8,1,8,9,2013,7,7,False
SO65740,290,21265,2013-09-11,2013-09-16,4,1,4,9,2013,7,7,False
SO65740,286,21265,2013-09-11,2013-09-16,25,1,25,9,2013,7,7,False
SO65741,130,28521,2013-09-11,2013-09-16,1120,1,1120,9,2013,7,7,False
SO65741,244,28521,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65741,166,28521,2013-09-11,2013-09-16,9,1,9,9,2013,7,7,False
SO65742,288,25762,2013-09-11,2013-09-16,29,1,29,9,2013,7,7,False
SO65742,291,25762,2013-09-11,2013-09-16,5,1,5,9,2013,7,7,False
SO65742,247,25762,2013-09-11,2013-09-16,55,1,55,9,2013,7,7,False
SO65742,244,25762,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65742,166,25762,2013-09-11,2013-09-16,9,1,9,9,2013,7,7,False
SO65743,154,14234,2013-09-11,2013-09-16,1215,1,1215,9,2013,7,7,False
SO65743,244,14234,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65744,246,12358,2013-09-11,2013-09-16,35,1,35,9,2013,7,7,False
SO65745,275,12674,2013-09-11,2013-09-16,54,1,54,9,2013,7,7,False
SO65746,119,17255,2013-09-12,2013-09-17,769,1,769,9,2013,7,7,False
SO65746,273,17255,2013-09-12,2013-09-17,70,1,70,9,2013,7,7,False
SO65746,234,17255,2013-09-12,2013-09-17,24,1,24,9,2013,7,7,False
SO65747,246,18167,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65747,249,18167,2013-09-12,2013-09-17,50,1,50,9,2013,7,7,False
SO65748,104,12546,2013-09-12,2013-09-17,10,1,10,9,2013,7,7,False
SO65748,295,12546,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65748,244,12546,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65749,290,14016,2013-09-12,2013-09-17,4,1,4,9,2013,7,7,False
SO65749,286,14016,2013-09-12,2013-09-17,25,1,25,9,2013,7,7,False
SO65749,244,14016,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65750,174,17333,2013-09-12,2013-09-17,22,1,22,9,2013,7,7,False
SO65750,104,17333,2013-09-12,2013-09-17,10,1,10,9,2013,7,7,False
SO65750,295,17333,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65750,246,17333,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65751,289,25216,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65751,248,25216,2013-09-12,2013-09-17,50,1,50,9,2013,7,7,False
SO65751,233,25216,2013-09-12,2013-09-17,24,1,24,9,2013,7,7,False
SO65752,289,24607,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65753,249,13952,2013-09-12,2013-09-17,50,1,50,9,2013,7,7,False
SO65754,246,16286,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65755,174,18135,2013-09-12,2013-09-17,22,1,22,9,2013,7,7,False
SO65756,114,15454,2013-09-12,2013-09-17,565,1,565,9,2013,7,7,False
SO65757,290,11262,2013-09-12,2013-09-17,4,1,4,9,2013,7,7,False
SO65758,291,11223,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65758,245,11223,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65759,291,27034,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65760,283,23192,2013-09-12,2013-09-17,30,1,30,9,2013,7,7,False
SO65760,259,23192,2013-09-12,2013-09-17,2,1,2,9,2013,7,7,False
SO65761,287,11723,2013-09-12,2013-09-17,33,1,33,9,2013,7,7,False
SO65762,104,21628,2013-09-12,2013-09-17,10,1,10,9,2013,7,7,False
SO65762,295,21628,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65762,275,21628,2013-09-12,2013-09-17,54,1,54,9,2013,7,7,False
SO65762,166,21628,2013-09-12,2013-09-17,9,1,9,9,2013,7,7,False
SO65763,104,20504,2013-09-12,2013-09-17,10,1,10,9,2013,7,7,False
SO65763,295,20504,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65763,247,20504,2013-09-12,2013-09-17,55,1,55,9,2013,7,7,False
SO65763,249,20504,2013-09-12,2013-09-17,50,1,50,9,2013,7,7,False
SO65764,295,16780,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65764,249,16780,2013-09-12,2013-09-17,50,1,50,9,2013,7,7,False
SO65765,289,15390,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65765,244,15390,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65766,289,15747,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65766,245,15747,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65767,272,13531,2013-09-12,2013-09-17,70,1,70,9,2013,7,7,False
SO65768,290,23914,2013-09-12,2013-09-17,4,1,4,9,2013,7,7,False
SO65768,259,23914,2013-09-12,2013-09-17,2,1,2,9,2013,7,7,False
SO65769,295,25298,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65770,288,25698,2013-09-12,2013-09-17,29,1,29,9,2013,7,7,False
SO65770,291,25698,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65770,245,25698,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65771,174,12897,2013-09-12,2013-09-17,22,1,22,9,2013,7,7,False
SO65771,244,12897,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65771,249,12897,2013-09-12,2013-09-17,50,1,50,9,2013,7,7,False
SO65772,284,11682,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65772,289,11682,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65772,281,11682,2013-09-12,2013-09-17,159,1,159,9,2013,7,7,False
SO65773,284,15851,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65773,174,15851,2013-09-12,2013-09-17,22,1,22,9,2013,7,7,False
SO65773,293,15851,2013-09-12,2013-09-17,64,1,64,9,2013,7,7,False
SO65774,174,15534,2013-09-12,2013-09-17,22,1,22,9,2013,7,7,False
SO65774,248,15534,2013-09-12,2013-09-17,50,1,50,9,2013,7,7,False
SO65774,234,15534,2013-09-12,2013-09-17,24,1,24,9,2013,7,7,False
SO65775,157,27119,2013-09-12,2013-09-17,1215,1,1215,9,2013,7,7,False
SO65775,105,27119,2013-09-12,2013-09-17,9,1,9,9,2013,7,7,False
SO65775,295,27119,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65776,154,19364,2013-09-12,2013-09-17,1215,1,1215,9,2013,7,7,False
SO65776,245,19364,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65777,174,12998,2013-09-12,2013-09-17,22,1,22,9,2013,7,7,False
SO65777,277,12998,2013-09-12,2013-09-17,54,1,54,9,2013,7,7,False
SO65778,284,15133,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65778,289,15133,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65778,245,15133,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65779,127,24251,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65780,127,24166,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65780,105,24166,2013-09-12,2013-09-17,9,1,9,9,2013,7,7,False
SO65780,295,24166,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65780,278,24166,2013-09-12,2013-09-17,54,1,54,9,2013,7,7,False
SO65781,293,27691,2013-09-12,2013-09-17,64,1,64,9,2013,7,7,False
SO65781,128,27691,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65782,127,24179,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65782,295,24179,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65782,105,24179,2013-09-12,2013-09-17,9,1,9,9,2013,7,7,False
SO65782,247,24179,2013-09-12,2013-09-17,55,1,55,9,2013,7,7,False
SO65783,166,21553,2013-09-12,2013-09-17,9,1,9,9,2013,7,7,False
SO65783,287,21553,2013-09-12,2013-09-17,33,1,33,9,2013,7,7,False
SO65785,245,26540,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65786,154,25905,2013-09-12,2013-09-17,1215,1,1215,9,2013,7,7,False
SO65786,279,25905,2013-09-12,2013-09-17,9,1,9,9,2013,7,7,False
SO65788,128,23371,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65788,233,23371,2013-09-12,2013-09-17,24,1,24,9,2013,7,7,False
SO65789,126,18653,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65789,295,18653,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65789,105,18653,2013-09-12,2013-09-17,9,1,9,9,2013,7,7,False
SO65790,128,23383,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65790,285,23383,2013-09-12,2013-09-17,21,1,21,9,2013,7,7,False
SO65790,290,23383,2013-09-12,2013-09-17,4,1,4,9,2013,7,7,False
SO65790,244,23383,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65791,127,23390,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65792,127,23450,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65792,105,23450,2013-09-12,2013-09-17,9,1,9,9,2013,7,7,False
SO65792,295,23450,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65792,234,23450,2013-09-12,2013-09-17,24,1,24,9,2013,7,7,False
SO65793,127,23175,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65793,285,23175,2013-09-12,2013-09-17,21,1,21,9,2013,7,7,False
SO65793,166,23175,2013-09-12,2013-09-17,9,1,9,9,2013,7,7,False
SO65794,126,23393,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65794,285,23393,2013-09-12,2013-09-17,21,1,21,9,2013,7,7,False
SO65794,277,23393,2013-09-12,2013-09-17,54,1,54,9,2013,7,7,False
SO65795,130,20785,2013-09-12,2013-09-17,1120,1,1120,9,2013,7,7,False
SO65795,286,20785,2013-09-12,2013-09-17,25,1,25,9,2013,7,7,False
SO65796,131,21146,2013-09-12,2013-09-17,1120,1,1120,9,2013,7,7,False
SO65796,246,21146,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65797,126,27790,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65797,295,27790,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65797,105,27790,2013-09-12,2013-09-17,9,1,9,9,2013,7,7,False
SO65797,280,27790,2013-09-12,2013-09-17,9,1,9,9,2013,7,7,False
SO65798,293,11413,2013-09-12,2013-09-17,64,1,64,9,2013,7,7,False
SO65798,129,11413,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65799,128,27786,2013-09-12,2013-09-17,540,1,540,9,2013,7,7,False
SO65799,244,27786,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65800,288,16588,2013-09-12,2013-09-17,29,1,29,9,2013,7,7,False
SO65800,291,16588,2013-09-12,2013-09-17,5,1,5,9,2013,7,7,False
SO65800,244,16588,2013-09-12,2013-09-17,35,1,35,9,2013,7,7,False
SO65802,118,15022,2013-09-13,2013-09-18,769,1,769,9,2013,7,7,False
SO65802,281,15022,2013-09-13,2013-09-18,159,1,159,9,2013,7,7,False
SO65803,286,17956,2013-09-13,2013-09-18,25,1,25,9,2013,7,7,False
SO65803,290,17956,2013-09-13,2013-09-18,4,1,4,9,2013,7,7,False
SO65803,259,17956,2013-09-13,2013-09-18,2,1,2,9,2013,7,7,False
SO65804,247,17214,2013-09-13,2013-09-18,55,1,55,9,2013,7,7,False
SO65805,282,13121,2013-09-13,2013-09-18,25,1,25,9,2013,7,7,False
SO65805,259,13121,2013-09-13,2013-09-18,2,1,2,9,2013,7,7,False
SO65806,283,15464,2013-09-13,2013-09-18,30,1,30,9,2013,7,7,False
